provincia_id,provincia_nombre,jurisdiccion_nombre,juzgado_numero,persona_tipo,audiencia_tipo,encuesta_pregunta,encuesta_respuesta,cantidad
14,Córdoba,Rio Cuarto,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,13
14,Córdoba,Rio Cuarto,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Rio Cuarto,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Rio Cuarto,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,39
14,Córdoba,Rio Cuarto,Civ y Com 7,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,40
14,Córdoba,Carlos Paz,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Carlos Paz,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Alta Gracia,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Alta Gracia,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,J. Maria,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Villa María,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Villa María,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Villa María,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Oliva,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,San Francisco,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,San Francisco,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Arroyito,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Laboulaye,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Rio Tercero,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Rio Tercero,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Rio Tercero,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Muy bien,0
14,Córdoba,Capital,Civ y Com 5,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,2
14,Córdoba,Capital,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,3
14,Córdoba,Capital,Civ y Com 9,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 10,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 12,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 15,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,5
14,Córdoba,Capital,Civ y Com 16,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 17,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,2
14,Córdoba,Capital,Civ y Com 18,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 20,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 27,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,3
14,Córdoba,Capital,Civ y Com 28,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 30,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 31,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,1
14,Córdoba,Capital,Civ y Com 32,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,2
14,Córdoba,Capital,Civ y Com 34,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 35,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,4
14,Córdoba,Capital,Civ y Com 36,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,1
14,Córdoba,Capital,Civ y Com 41,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 48,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,2
14,Córdoba,Capital,Civ y Com 49,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,1
14,Córdoba,Capital,Civ y Com 51,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,9
14,Córdoba,Rio Cuarto,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Cuarto,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Cuarto,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Cuarto,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,3
14,Córdoba,Rio Cuarto,Civ y Com 7,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,5
14,Córdoba,Carlos Paz,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Carlos Paz,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Alta Gracia,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Alta Gracia,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,J. Maria,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Villa María,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Villa María,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Villa María,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Oliva,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,San Francisco,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,San Francisco,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Arroyito,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Laboulaye,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Tercero,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Tercero,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Rio Tercero,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Bien,0
14,Córdoba,Capital,Civ y Com 5,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 9,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 10,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 12,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 15,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 16,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 17,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 18,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 20,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 27,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 28,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 30,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 31,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 32,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 34,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 35,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 36,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 41,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 48,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 49,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 51,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Cuarto,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Cuarto,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Cuarto,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Cuarto,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Cuarto,Civ y Com 7,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Carlos Paz,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Carlos Paz,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Alta Gracia,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Alta Gracia,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,J. Maria,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Villa María,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Villa María,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Villa María,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Oliva,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,San Francisco,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,San Francisco,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Arroyito,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Laboulaye,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Tercero,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Tercero,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Rio Tercero,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Regular,0
14,Córdoba,Capital,Civ y Com 5,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 9,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 10,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 12,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 15,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 16,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 17,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 18,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 20,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 27,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 28,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 30,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 31,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 32,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 34,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 35,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 36,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 41,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 48,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 49,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 51,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Cuarto,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Cuarto,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Cuarto,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Cuarto,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Cuarto,Civ y Com 7,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Carlos Paz,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Carlos Paz,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Alta Gracia,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Alta Gracia,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,J. Maria,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Villa María,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Villa María,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Villa María,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Oliva,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,San Francisco,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,San Francisco,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Arroyito,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Laboulaye,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Tercero,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Tercero,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Rio Tercero,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,Mal,0
14,Córdoba,Capital,Civ y Com 5,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 9,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 10,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 12,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 15,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 16,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 17,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 18,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 20,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 27,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 28,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 30,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 31,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 32,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 34,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 35,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 36,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 41,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 48,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 49,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 51,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Cuarto,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Cuarto,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Cuarto,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Cuarto,Civ y Com 6,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Cuarto,Civ y Com 7,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Carlos Paz,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Carlos Paz,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Alta Gracia,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Alta Gracia,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,J. Maria,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Villa María,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Villa María,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Villa María,Civ y Com 4,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Oliva,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,San Francisco,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,San Francisco,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Arroyito,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Laboulaye,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Tercero,Civ y Com 1,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Tercero,Civ y Com 2,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Rio Tercero,Civ y Com 3,usuario,Audiencia preliminar,¿Cómo lo trataron durante la audiencia?,NS/NC,0
14,Córdoba,Capital,Civ y Com 5,usuario,Audiencia preliminar,¿Comprendió lo que le explicaron durante la audiencia? ,Muy bien,25
14,Córdoba,Capital,Civ y Com 6,usuario,Audiencia preliminar,¿Comprendió lo que le explicaron durante la audiencia? ,Muy bien,25
14,Córdoba,Capital,Civ y Com 9,usuario,Audiencia preliminar,¿Comprendió lo que le explicaron durante la audiencia? ,Muy bien,5
